disease_signature,library,term,p_value,combined_score,overlap_genes,interpretation
osteoclast_up_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Semagacestat Up,0.00019958969022854052,300.4555807852775,FTO;CA2;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,AGI-6780 Up,0.00019958969022854052,300.4555807852775,PKM;CA2;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Isamoltane Down,1.2240186185711509e-07,1077.76567978636,ALOX5;AHR;MPO;PTPN2;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-90377 Up,6.887275493383621e-06,554.213892219985,FLT3;ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,RWJ-21757 Up,6.998672711195512e-06,551.1601978164131,ALOX5;AHR;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tylosin-Tartrate Down,0.0002622229816108054,257.72345035061255,FLT3;ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Semagacestat Up,0.00027197603300258455,253.33636443944548,FLT3;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Dicloxacillin Up,0.00027527863975250976,251.90151600355355,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,LUC FBS Up,0.00027527863975250976,251.90151600355355,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Broxuridine Up,0.00027527863975250976,251.90151600355355,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,ST-4028268 Down,0.00027527863975250976,251.90151600355355,ALOX5;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Pen Down,0.00027860719261813715,250.480118113437,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tacalcitol Down,0.00027860719261813715,250.480118113437,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-84869 Up,0.00027860719261813715,250.480118113437,CTDSP1;ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,CS-2092524 Down,0.00027860719261813715,250.480118113437,ALOX5;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,6-Benzylaminopurine Up,0.0002819617822207635,249.0719918115136,AHR;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,VU-0403126 Up,0.0002819617822207635,249.0719918115136,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,PA-824 Down,0.0002819617822207635,249.0719918115136,FLT3;PTPN2;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Lysergol Down,0.0002819617822207635,249.0719918115136,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Terguride Down,0.0002819617822207635,249.0719918115136,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Lisuride Down,0.0002819617822207635,249.0719918115136,AHR;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Midodrine Down,0.0002819617822207635,249.0719918115136,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,MRE-269 Up,0.0002853424990472638,247.67696123170427,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,ICI-162846 Up,0.0002853424990472638,247.67696123170427,FLT3;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,GSK-429286A Up,0.0002853424990472638,247.67696123170427,ALOX5;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,FGFR3 ALARIN Up,0.0002853424990472638,247.67696123170427,FLT3;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,EPZ-015666 Up,0.0002853424990472638,247.67696123170427,FLT3;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Fenbendazole Down,0.0002853424990472638,247.67696123170427,AHR;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Asiatic-Acid Down,0.0002853424990472638,247.67696123170427,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C104230 Down,0.0002853424990472638,247.67696123170427,AHR;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Demeclocycline Down,0.0002887494334416459,246.29485353464128,FLT3;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Cyclopamine Up,0.0002887494334416459,246.29485353464128,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Oxybuprocaine Up,0.0002887494334416459,246.29485353464128,FLT3;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Dicyclohexylurea Up,0.0002887494334416459,246.29485353464128,FLT3;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Erbstatin-Analog Up,0.0002887494334416459,246.29485353464128,ALOX5;PTPN2;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Usnic-Acid Up,0.0002887494334416459,246.29485353464128,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Sericetin Down,0.0002887494334416459,246.29485353464128,AHR;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,BL-050 Up,0.00029218267568350447,244.92549883549776,ALOX5;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Rutaecarpine Up,0.00029218267568350447,244.92549883549776,ALOX5;AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Urea Up,0.00029564231584538705,243.56873015660517,FLT3;AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,RAN-30 Down,0.00029564231584538705,243.56873015660517,AHR;MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SCH-900776 Up,0.006706684469950491,96.82026874399511,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,KO-143 Up,0.006877754345955015,95.0620396785657,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tigecycline Up,0.0069929094949092874,93.91877089900699,AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,RS-67506 Down,0.007108949487609114,92.79786111501161,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Sulfanitran Up,0.007167300763256765,92.24559765664816,FLT3;ALOX5,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Dovitinib Up,0.0072258726070103954,91.69869488433835,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,BJM-CSC-15 Up,0.007284664803173953,91.15707927882511,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,PACOCF3 Down,0.00734367713905345,90.62067861983672,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Furazolidone Down,0.00734367713905345,90.62067861983672,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,MW-SHH-54 Down,0.00734367713905345,90.62067861983672,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,K-252A Up,0.00734367713905345,90.62067861983672,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Fluoropyruvate Down,0.00734367713905345,90.62067861983672,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,8-bromo-cGMP Down,0.007402909398191527,90.08942197481373,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Hydrocotarnine Up,0.007402909398191527,90.08942197481373,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Almotriptan Down,0.007402909398191527,90.08942197481373,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Astemizole Up,0.007402909398191527,90.08942197481373,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,1-HYDROXYPHENAZINE Up,0.007402909398191527,90.08942197481373,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Furafylline Up,0.007402909398191527,90.08942197481373,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Strychnine-Hcl Up,0.007402909398191527,90.08942197481373,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,4-mu-8C Up,0.007402909398191527,90.08942197481373,AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Cobicistat Up,0.007402909398191527,90.08942197481373,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,GR-113808 Down,0.007402909398191527,90.08942197481373,AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,TL-HRAS-61 Down,0.007402909398191527,90.08942197481373,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,AICA-ribonucleotide Down,0.007402909398191527,90.08942197481373,FLT3;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Methyl-Parathion Down,0.007462361369690254,89.56323964770384,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,CGP-53353 Up,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,PD-160170 Up,0.007462361369690254,89.56323964770384,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Diphenidol Up,0.007462361369690254,89.56323964770384,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Perzinfotel Down,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Cleviprex Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-90030 Down,0.007462361369690254,89.56323964770384,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1922796 Down,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SIB-1508Y Down,0.007462361369690254,89.56323964770384,MPO;HIF1A,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Carbidopa Up,0.007462361369690254,89.56323964770384,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,BG-1022 Down,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-85901 Up,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Androsterone Up,0.007462361369690254,89.56323964770384,AHR;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-419010 Up,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,SA-1921902 Up,0.007462361369690254,89.56323964770384,CTDSP1;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Aklomide Up,0.007462361369690254,89.56323964770384,ALOX5;HIF1A,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Isosilybin-B Up,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Palovarotene Up,0.007462361369690254,89.56323964770384,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,MI-2 Down,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tetramethyl-Haematoxylone Down,0.007462361369690254,89.56323964770384,ALOX5;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Mebeverine Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,KU-C104145 Down,0.007462361369690254,89.56323964770384,AHR;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Roxatidine Down,0.007462361369690254,89.56323964770384,FLT3;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Teicoplanin Down,0.007462361369690254,89.56323964770384,MPO;PTPN2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Ofloxacin Down,0.007462361369690254,89.56323964770384,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Fmk Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,PI-103 Up,0.007522032837100964,89.04206317962338,CTDSP1;AHR,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Tetranitromethane Down,0.007522032837100964,89.04206317962338,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Isorotenone Up,0.007522032837100964,89.04206317962338,MPO;PTPN2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Piceatannol Up,0.007522032837100964,89.04206317962338,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,STO-609 Up,0.007522032837100964,89.04206317962338,FLT3;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,M-Chlorophenylbiguanide Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Cyproterone Up,0.007522032837100964,89.04206317962338,ALOX5;MPO,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,JWH-015 Up,0.007522032837100964,89.04206317962338,FLT3;ALOX5,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,NVP-TAE226 Down,0.007522032837100964,89.04206317962338,ALOX5;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,Protoporphyrin-Ix Down,0.007522032837100964,89.04206317962338,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_down_at_d9,LINCS_L1000_Chem_Pert_Consensus_Sigs,MH-2075 Down,0.007522032837100964,89.04206317962338,MPO;CES1,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,ATP5B Up,5.846660589641705e-08,1394.0640611042768,FTO;DPP4;CA2;SLC2A1;F3,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
osteoclast_up_at_d9,LINCS_L1000_CRISPR_KO_Consensus_Sigs,PDS5A Up,5.846660589641705e-08,1394.0640611042768,FTO;PKM;AKR1B1;F3;ABCG2,perturbagens associated with the osteoclast signature; candidate reversers where a perturbagen down-regulates the up-signature (confirm with Level-5 directionality)
