target,open_targets_score,genetic_association,ensembl_id,note
MTHFR,0.08351198991218282,0.0,ENSG00000177000,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
MYF5,0.08320057657854361,0.0,ENSG00000111049,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
SHBG,0.08303283139082715,0.0,ENSG00000129214,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CCN2,0.08282060428081356,0.0,ENSG00000118523,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HIVEP3,0.08260206274642207,0.0,ENSG00000127124,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HMGCR,0.08249606410563551,0.0,ENSG00000113161,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HOXB8,0.08235117530496457,0.0,ENSG00000120068,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
NDRG2,0.0821858334908643,0.0,ENSG00000165795,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KAT2A,0.0820839937086845,0.0,ENSG00000108773,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TERT,0.08195009329313561,0.0,ENSG00000164362,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
DLL3,0.08188406290760379,0.0,ENSG00000090932,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KLF3,0.08163875264486017,0.0,ENSG00000109787,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PFKFB3,0.08132194058053879,0.0,ENSG00000170525,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TMEM64,0.08127061004516592,0.0,ENSG00000180694,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
ATXN2,0.0811166675973227,0.1328228279598093,ENSG00000204842,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
QRFPR,0.08101824860105872,0.0,ENSG00000186867,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FSTL1,0.08091817458929576,0.0,ENSG00000163430,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
BMI1,0.08076340029717013,0.0,ENSG00000168283,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
GNAI3,0.0807612058121255,0.0,ENSG00000065135,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FBN2,0.080731126118397,0.0,ENSG00000138829,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
ALDH1L1,0.0805827808711694,0.0,ENSG00000144908,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FRMPD1,0.0805827808711694,0.0,ENSG00000070601,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
USP51,0.0805827808711694,0.0,ENSG00000247746,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KRTAP1-3,0.0805827808711694,0.0,ENSG00000221880,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KRTAP1-4,0.0805827808711694,0.0,ENSG00000204887,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KRTAP10-4,0.0805827808711694,0.0,ENSG00000215454,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KRTAP1-5,0.0805827808711694,0.0,ENSG00000221852,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KRTAP1-1,0.0805827808711694,0.0,ENSG00000188581,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KRTAP10-11,0.0805827808711694,0.0,ENSG00000243489,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
MAVS,0.0805827808711694,0.0,ENSG00000088888,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
ACTBL2,0.0805827808711694,0.0,ENSG00000169067,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
RHBDF1,0.0805827808711694,0.0,ENSG00000007384,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
SPTBN1,0.08046729495950757,0.0,ENSG00000115306,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
XCR1,0.08042544605832345,0.0428303691601536,ENSG00000173578,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
IFNG,0.08010905929013407,0.0,ENSG00000111537,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
SIRT2,0.0801018065718559,0.0,ENSG00000068903,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
IL33,0.07995801376604166,0.0,ENSG00000137033,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
LASP1,0.0798850962343813,0.0,ENSG00000002834,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KMT2A,0.07979562711122637,0.0,ENSG00000118058,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TNF,0.07970111619987769,0.0,ENSG00000232810,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TIPE3,0.0796660415931165,0.1310445891310337,ENSG00000183578,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FUNDC1,0.0794630421999956,0.0,ENSG00000069509,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
RAD51,0.07939088583981123,0.0,ENSG00000051180,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
NIBAN2,0.07938780600768885,0.0,ENSG00000136830,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TGFB1,0.07933133496114823,0.0,ENSG00000105329,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PCGF2,0.07904481537032733,0.0,ENSG00000277258,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
THUMPD3-AS1,0.07865295806329077,0.0,ENSG00000206573,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CLCN5,0.07858004858987193,0.0,ENSG00000171365,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
DRG2,0.07842724661579718,0.1290068654588885,ENSG00000108591,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TUG1,0.07842248232433624,0.0,ENSG00000253352,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TRPV5,0.07841067902373666,0.0,ENSG00000127412,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FZD9,0.07816991677186517,0.0,ENSG00000188763,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FOXO3,0.07798331621315202,0.0,ENSG00000118689,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
IL17RA,0.077765761089906,0.0,ENSG00000177663,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FST,0.07775549289612461,0.0,ENSG00000134363,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PCP4,0.07762470477870136,0.0,ENSG00000183036,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
RPS6KA3,0.07751289716700259,0.0,ENSG00000177189,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CASP3,0.07750654687509796,0.0,ENSG00000164305,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
NPPB,0.07745288088600127,0.0,ENSG00000120937,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
RIPPLY2,0.07735593809548896,0.0,ENSG00000203877,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HOXD11,0.07734033361273562,0.0,ENSG00000128713,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FGF23,0.07724131750757088,0.0,ENSG00000118972,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
UMOD,0.07703134079714276,0.0,ENSG00000169344,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
METTL9,0.07684694450673156,0.0,ENSG00000197006,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CREB3,0.07662622320462818,0.0,ENSG00000107175,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CLCN7,0.07661326645259693,0.0,ENSG00000103249,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CCL2,0.0765637385686439,0.0,ENSG00000108691,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HDAC8,0.07641427942407357,0.0,ENSG00000147099,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CDKN1A,0.07637123713503308,0.0,ENSG00000124762,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
LFNG,0.07636977584990529,0.0,ENSG00000106003,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
SLC5A2,0.07636857897305484,0.012158615952232422,ENSG00000140675,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
ABL1,0.07624657942232456,0.0,ENSG00000097007,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
WWTR1,0.07615551928536461,0.0,ENSG00000018408,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
YBX1,0.07611770209997673,0.0,ENSG00000065978,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
IL27,0.0760796556639778,0.0,ENSG00000197272,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
ESPL1,0.07600661775670078,0.12502511479153242,ENSG00000135476,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PTHLH,0.07598536178353836,0.0,ENSG00000087494,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
SIRT5,0.07590840442723054,0.0,ENSG00000124523,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
LARGE1,0.07573984751980936,0.0,ENSG00000133424,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
GSG1L,0.07567511971470416,0.0,ENSG00000169181,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
RNF2,0.07554397019682647,0.0,ENSG00000121481,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CLEC3B,0.07540968951629104,0.0,ENSG00000163815,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PTCSC3,0.07537375814153001,0.0,ENSG00000259104,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KDM7A,0.07535810232824129,0.0,ENSG00000006459,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
NPR3,0.07533073732145937,0.0,ENSG00000113389,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
LRRN3,0.07530553986001946,0.0,ENSG00000173114,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
C19orf44,0.07530553986001946,0.0,ENSG00000105072,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PRSS3,0.07530553986001946,0.0,ENSG00000010438,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
ABCC10,0.07530553986001946,0.0,ENSG00000124574,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
H1-5,0.07530553986001946,0.0,ENSG00000184357,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PRSS1,0.07530553986001946,0.0,ENSG00000204983,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
COG4,0.07530553986001946,0.0,ENSG00000103051,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PRSS2,0.07530553986001946,0.0,ENSG00000275896,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PRR16,0.07530553986001946,0.0,ENSG00000184838,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HLA-DRB1,0.07527417690290664,0.0,ENSG00000196126,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HLA-DRB5,0.07527417690290664,0.0,ENSG00000198502,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
BMPR2,0.07527099440971351,0.0,ENSG00000204217,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
MCHR1,0.07514795511642475,0.0,ENSG00000128285,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
HOXD4,0.07503723515162546,0.0,ENSG00000170166,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
IFNB1,0.07502046720443854,0.0,ENSG00000171855,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TRIM33,0.0750041782868453,0.0,ENSG00000197323,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KERA,0.07500253570971338,0.0,ENSG00000139330,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
PTGER2,0.07483992057365212,0.0,ENSG00000125384,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
WNT5B,0.0748335804652423,0.06343286396328329,ENSG00000111186,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
CTSZ,0.07481938835950296,0.0,ENSG00000101160,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
TOB2,0.0748064140533821,0.0,ENSG00000183864,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
KIAA1217,0.0747678525019886,0.0,ENSG00000120549,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
FNDC5,0.0747285418048552,0.0,ENSG00000160097,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
LCAT,0.07472699339583179,0.0,ENSG00000213398,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
DLL1,0.07472350291942643,0.0,ENSG00000198719,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
MIF,0.07470749370911442,0.0,ENSG00000240972,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
NFKB1,0.07466210741299584,0.0,ENSG00000109320,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
GBA1,0.07453635178745693,0.0,ENSG00000177628,"Open Targets association score is a weighted ranking heuristic (genetics+drugs+literature+animal+expression), not a probability"
